Credit_Score,Debt,Income,Loan_Amount,Account_Age,Years_Employed,Num_Bank_Accounts,Num_Credit_Cards,Gender,Married,Education_Level,Employment_Type,City,Housing_Status,Citizenship,Customer_ID,Zip_Code,Random_Code,Dependents,Credit_Cards_Limit,Approved
821,-217161,510021,207934,22,19,9,0,Male,Yes,PhD,Private,Islamabad,Family,By Other Means,107503,42049,420790,0,498106,1
655,335116,604827,196801,18,27,8,0,Male,No,Bachelor,Government,Islamabad,Rent,By Other Means,107504,38500,961994,1,102477,0
447,102012,792455,235955,3,20,2,7,Female,No,Bachelor,Government,Multan,Own,By Birth,107505,54386,655785,3,316316,1
664,47219,675423,52277,29,10,1,4,Male,Yes,Bachelor,Government,Lahore,Family,By Other Means,107506,96067,759539,1,69503,1
663,165549,104732,19349,0,28,4,0,Male,No,High School,Self-employed,Lahore,Own,By Other Means,107507,74759,920116,0,413149,0
701,173793,253403,65715,26,4,5,2,Male,Yes,Master,Private,Islamabad,Rent,By Other Means,107508,78105,597554,4,389105,0
791,198300,166031,170800,8,36,2,3,Male,Yes,Bachelor,Private,Islamabad,Own,By Birth,107509,20174,207853,4,354444,1
528,32326,773765,166864,22,4,6,1,Male,No,Bachelor,Government,Islamabad,Family,By Other Means,107510,71747,701409,4,86302,0
836,374770,182352,12902,25,32,8,7,Female,Yes,Master,,Multan,Rent,By Other Means,107511,38035,275839,1,115485,1
567,-173277,506676,126345,15,35,5,4,Female,No,Master,Private,Islamabad,Own,By Birth,107512,12337,864324,3,126216,1
704,393341,457474,84569,22,7,4,0,Male,No,,Self-employed,Multan,Rent,By Birth,107513,66299,625676,4,363004,0
310,328879,277046,107148,30,5,7,1,Male,Yes,Bachelor,Private,Islamabad,Mortgage,By Other Means,107514,13316,575047,3,384339,0
619,366540,178539,108001,8,14,5,5,Female,Yes,High School,Government,Karachi,Mortgage,By Other Means,107515,83630,749947,2,424690,0
425,16375,429272,40158,11,14,8,2,Female,No,High School,Private,Multan,Mortgage,By Birth,107516,98805,263095,4,480767,0
605,133783,547423,235795,13,8,7,0,Female,No,Master,Private,Islamabad,Rent,By Birth,107517,89241,964554,0,219193,0
810,271326,345402,8917,14,4,5,0,Female,Yes,Bachelor,Private,Islamabad,Family,By Other Means,107518,84658,490524,3,469945,0
388,93177,123813,230019,21,25,8,0,Male,No,Master,Self-employed,Lahore,Own,By Birth,107519,53943,401038,2,97303,0
654,95066,76682,84742,23,22,1,2,Female,No,Master,Government,Karachi,Own,By Birth,107520,10460,561732,4,59352,0
651,386545,547016,148692,20,15,8,3,Female,No,PhD,Private,Lahore,Mortgage,By Birth,107521,39627,197907,3,293061,0
313,350292,682991,132330,15,38,3,1,Male,Yes,High School,Self-employed,Islamabad,Rent,By Birth,107522,56455,644402,3,200834,0
556,365950,424100,213430,7,34,1,6,Male,No,PhD,Private,Islamabad,Rent,By Birth,107523,21138,167404,2,359374,0
508,143992,397236,108246,27,9,9,6,Male,Yes,PhD,Self-employed,Islamabad,Family,By Birth,107524,48002,175155,0,139113,0
580,22144,383321,209962,9,26,6,0,Male,Yes,Master,Government,Multan,Family,By Other Means,107525,81293,255344,1,449800,1
742,120270,449252,29691,13,15,8,5,Female,Yes,High School,Government,Islamabad,Own,By Other Means,107526,41226,742842,0,310742,1
688,215490,104614,225562,16,20,4,7,Female,No,PhD,Self-employed,Multan,Rent,By Other Means,107527,33234,262418,1,335218,0
782,133637,685634,75734,2,11,2,0,Female,No,High School,Self-employed,Islamabad,Rent,By Other Means,107528,45586,911779,0,177380,1
446,88909,592814,31046,30,8,6,2,Female,No,PhD,Private,Karachi,Own,By Birth,107529,23631,614590,0,221596,0
578,201632,597755,158458,3,15,2,2,Female,Yes,PhD,Self-employed,Karachi,Family,By Birth,107530,54207,957659,4,459890,1
820,130661,239832,147343,15,8,1,1,Male,No,Master,Government,Multan,Own,By Other Means,107531,88202,838905,3,182128,0
733,295943,406564,157598,13,28,7,1,Male,Yes,High School,Government,Karachi,Family,By Other Means,107532,56845,640452,0,97249,1
443,34510,361574,123540,26,22,7,5,Female,No,PhD,Government,Karachi,Mortgage,By Other Means,107533,86980,165419,3,54174,0
588,87919,46965,48798,24,38,6,0,Female,No,Bachelor,Government,Karachi,Rent,By Other Means,107534,38039,274121,3,110295,0
685,113043,516368,128293,23,23,2,6,Female,Yes,,Government,Lahore,Mortgage,By Birth,107535,77758,945164,3,240619,1
313,208438,705918,161329,13,21,5,5,Male,No,High School,Government,Lahore,Family,By Birth,107536,54604,950418,3,442160,0
556,315386,604095,194057,15,30,1,7,Female,Yes,Bachelor,Government,Karachi,Mortgage,By Birth,107537,77187,265754,0,493728,0
645,46546,797671,189202,7,9,2,5,Female,No,Master,Private,Islamabad,Family,By Birth,107538,52949,278145,1,211051,1
644,154339,457161,79396,17,26,5,5,Female,Yes,High School,Government,Islamabad,Own,By Other Means,107539,57971,359927,3,328578,1
699,332083,732384,162717,6,33,5,0,Male,No,Bachelor,Self-employed,Islamabad,Rent,By Other Means,107540,27801,369608,3,362335,1
506,383409,674318,160261,30,38,7,0,Male,No,High School,Self-employed,Karachi,Rent,By Birth,107541,69571,568631,4,289314,1
471,267041,643271,86298,27,23,5,0,Female,Yes,Master,Private,Karachi,Mortgage,By Birth,107542,74165,865988,0,429344,0
763,131235,142194,137040,2,20,6,0,Female,No,High School,Government,Islamabad,Own,By Other Means,107543,50121,961226,0,281913,1
569,232686,626955,10800,5,14,2,5,Male,Yes,Bachelor,Government,Lahore,Rent,By Birth,107544,91282,261475,0,252736,1
520,314684,208151,160301,30,16,5,2,Male,No,Master,Government,Lahore,Own,By Other Means,107545,10068,374674,1,107021,0
451,244367,149335,63524,19,18,8,7,Male,Yes,Master,Government,Lahore,Mortgage,By Birth,107546,19203,381464,3,449788,0
482,292174,461926,101585,15,24,1,7,Male,No,Master,Government,Lahore,Own,By Birth,107547,10467,789287,2,449933,0
698,55313,589398,165789,21,39,7,6,Female,No,Master,Government,Multan,Own,By Other Means,107548,64491,303386,1,207202,1
371,390214,282677,125279,3,21,8,3,Male,No,PhD,Private,Multan,Own,By Other Means,107549,94349,432111,3,485264,0
717,29870,333114,223375,18,40,5,1,Male,No,Master,Private,Islamabad,Rent,By Other Means,107550,67120,444048,4,299912,1
582,378709,573064,209078,1,13,4,2,Male,No,Master,Self-employed,Multan,Rent,By Birth,107551,84794,968074,2,259323,0
373,124703,300869,134925,3,27,1,4,Male,No,PhD,Self-employed,Multan,Own,By Birth,107552,49725,697626,4,177715,0
654,319399,84367,199310,25,11,9,4,Male,Yes,Master,Self-employed,Lahore,Rent,By Birth,107553,31678,203432,0,135615,0
796,354551,354374,140891,1,26,2,4,Female,No,Bachelor,Government,Multan,Mortgage,By Birth,107554,15742,738696,1,153693,1
627,117952,614830,61784,6,23,5,1,Female,No,High School,Private,Karachi,Mortgage,By Birth,107555,98296,975351,2,343188,1
834,260401,112534,237611,14,21,7,0,Male,No,High School,Private,Karachi,Rent,By Other Means,107556,72496,890310,2,366107,1
746,371540,384993,92175,16,38,8,4,Female,Yes,High School,Government,Karachi,Own,By Birth,107557,97866,903712,0,371393,1
672,285818,455644,205908,13,40,4,4,Male,No,Master,Government,Lahore,Mortgage,By Other Means,107558,56167,883490,3,433126,1
661,255545,797275,51935,10,38,1,3,Female,Yes,PhD,Private,Karachi,Family,By Birth,107559,89259,125224,2,303875,1
392,137662,639911,184501,16,35,7,2,Female,Yes,High School,Self-employed,Karachi,Mortgage,By Other Means,107560,42175,862543,1,341135,1
620,302570,647499,225401,4,22,9,7,Female,Yes,PhD,Self-employed,Karachi,Family,By Birth,107561,50895,778253,1,94707,0
623,49584,765258,212679,22,7,1,5,Female,Yes,High School,Self-employed,Karachi,Family,By Birth,107562,25584,420308,4,335511,1
683,218735,86771,140070,13,27,1,1,Female,Yes,High School,Self-employed,Islamabad,Mortgage,By Other Means,107563,62665,406350,1,100838,0
645,169087,194746,46750,16,28,7,1,Male,No,Master,Self-employed,Lahore,Own,By Other Means,107564,60065,171358,0,292216,0
402,73251,259276,141252,27,14,9,3,Male,No,Master,Self-employed,Lahore,Mortgage,By Other Means,107565,66996,860057,1,350083,0
514,69353,117519,83288,27,38,5,6,Female,Yes,PhD,Private,Multan,Rent,By Other Means,107566,51244,248234,1,78558,0
491,357173,502791,35513,19,7,4,4,Female,No,High School,Government,Lahore,Own,By Birth,107567,55235,671568,0,259081,0
493,82990,247024,108725,20,27,6,5,Female,No,Bachelor,Private,Islamabad,Family,By Birth,107568,13388,147144,3,57004,1
679,266744,722604,22879,1,32,9,5,Male,No,Bachelor,Private,Lahore,Rent,By Birth,107569,70748,718422,2,320548,1
702,155762,283619,94898,6,10,2,3,Female,No,High School,Government,Islamabad,Family,By Other Means,107570,55748,811788,0,56104,0
310,108286,671091,66833,3,36,5,0,Female,No,High School,Self-employed,Karachi,Family,By Other Means,107571,31104,261026,3,492788,0
486,295906,596361,248294,7,24,4,4,Male,Yes,Bachelor,Self-employed,Islamabad,Own,By Birth,107572,18143,715137,0,407255,0
314,381150,554335,19316,29,33,3,7,Male,Yes,High School,Government,Lahore,Mortgage,By Birth,107573,28508,568066,0,266741,0
596,168571,490908,229252,29,21,5,7,Male,Yes,PhD,Private,Islamabad,Own,By Birth,107574,47698,696303,4,334759,0
710,217759,378101,212507,30,1,7,7,Male,Yes,High School,Government,Islamabad,Own,By Other Means,107575,66677,292269,2,418478,0
351,17341,107599,247575,0,15,3,6,Male,No,Master,Private,Karachi,Rent,By Birth,107576,41658,487939,2,384958,0
327,95140,68444,160597,9,10,3,5,Female,No,Master,Government,Islamabad,Rent,By Birth,107577,47990,717026,4,308970,0
316,346218,207920,10378,0,13,6,1,Male,Yes,Bachelor,Government,Islamabad,Family,By Birth,107578,54811,188175,2,166130,0
650,17015,697159,184741,0,31,5,5,Male,Yes,High School,Private,Multan,Own,By Other Means,107579,10336,121637,2,132861,1
727,372324,369002,138649,3,21,3,2,Male,No,Master,Self-employed,Multan,Rent,By Birth,107580,10465,273071,1,243410,0
528,124581,215928,157762,16,4,1,3,Male,Yes,High School,Private,Islamabad,Own,By Birth,107581,43803,541267,0,319227,0
509,186269,231540,111437,30,35,2,5,Female,No,PhD,Private,Islamabad,Rent,By Birth,107582,69948,809223,2,268889,0
730,49849,394041,235611,4,22,3,5,Female,Yes,Master,Self-employed,Lahore,Family,By Birth,107583,27100,885311,3,185793,1
593,-376863,457455,194586,13,18,4,5,Female,No,Bachelor,Self-employed,Karachi,Family,By Other Means,107584,79515,972956,4,285687,0
403,15852,602183,217249,29,28,5,6,Male,No,High School,Self-employed,Islamabad,Mortgage,By Other Means,107585,67469,558700,2,322374,0
503,55361,454159,197034,5,22,9,3,Male,Yes,Bachelor,Private,Karachi,Family,By Birth,107586,27027,846203,3,419620,1
352,373938,82559,205267,6,8,4,1,Female,Yes,Master,Government,Multan,Family,By Birth,107587,14051,865073,0,116230,0
674,-152330,6978610,82383,7,17,9,5,Female,No,Master,Self-employed,Karachi,Mortgage,By Other Means,107588,47048,136148,0,412075,1
353,62355,313236,92288,23,30,5,6,Female,Yes,Master,Government,Lahore,Family,By Other Means,107589,34108,674423,0,366805,0
575,386917,231591,86976,17,36,3,7,Male,Yes,PhD,Private,Islamabad,Mortgage,By Other Means,107590,25090,919200,2,114284,0
634,27410,369968,211692,27,16,7,7,Female,No,PhD,Self-employed,Multan,Family,By Other Means,107591,45686,127119,1,78548,1
330,261046,328904,78008,3,17,8,5,Male,Yes,Master,Private,Islamabad,Own,By Other Means,107592,79019,278844,2,104693,0
434,203014,26476,155025,22,26,9,4,Male,Yes,High School,Government,Lahore,Own,By Birth,107593,83739,179615,1,251498,0
357,33924,789733,199260,24,20,9,6,Male,No,PhD,Private,Multan,Rent,By Other Means,107594,89253,574775,4,329760,0
404,374766,118138,222072,24,0,6,4,Male,Yes,Master,Self-employed,Multan,Own,By Other Means,107595,61116,712174,1,123955,0
565,237911,273033,197872,26,31,9,4,Female,No,High School,Self-employed,Multan,Family,By Other Means,107596,16670,784233,3,196650,1
821,332975,127620,249972,2,13,3,5,Male,No,Bachelor,Private,Lahore,Family,By Other Means,107597,82038,484663,0,499892,0
795,290182,136070,93297,27,13,2,5,Male,No,PhD,Government,Multan,Mortgage,By Birth,107598,10065,684719,2,374392,0
552,235530,95498,88868,22,32,5,5,Male,No,Master,Private,Lahore,Own,By Other Means,107599,89574,607998,1,253610,0
594,379080,48439,87142,3,35,7,2,Male,No,PhD,Private,Karachi,Family,By Birth,107600,98695,182588,0,109473,0
457,271280,23400,178671,24,38,7,6,Female,Yes,High School,Self-employed,Islamabad,Rent,By Other Means,107601,82017,705576,0,168407,0
848,275357,109976,99534,22,11,6,2,Female,No,High School,Self-employed,Islamabad,Own,By Other Means,107602,77420,663875,1,343013,1
366,208680,263305,42985,15,24,3,4,Male,Yes,High School,Self-employed,Multan,Own,By Other Means,107603,84660,983730,4,299313,0
598,108546,44610,149609,12,14,6,2,Female,No,PhD,Private,Islamabad,Rent,By Birth,107604,54432,896852,0,327676,0
762,27431,595644,47717,28,19,1,3,Female,No,Master,Private,Multan,Own,By Other Means,107605,64681,652410,4,417638,1
400,42290,704935,145099,21,33,3,6,Male,No,High School,Government,Lahore,Own,By Birth,107606,37818,428289,4,300348,1
355,358959,301872,138608,24,13,2,5,Female,Yes,PhD,Private,Karachi,Own,By Other Means,107607,93208,434410,2,136221,0
631,130374,661990,7525,22,29,4,4,Male,No,Bachelor,Private,Karachi,Rent,By Birth,107608,26231,505970,1,256956,1
692,42747,503055,145248,10,12,8,2,Male,Yes,PhD,Government,Lahore,Mortgage,By Other Means,107609,25603,440679,3,98719,1
680,75974,521492,219349,23,13,3,5,Female,Yes,PhD,Self-employed,Multan,Own,By Birth,107610,45136,216906,3,335656,1
391,341907,283772,75423,10,28,6,5,Male,No,Bachelor,Self-employed,Islamabad,Mortgage,By Other Means,107611,70350,101903,2,485029,0
746,200280,387212,94642,4,25,1,3,Female,Yes,Bachelor,Government,Islamabad,Family,By Birth,107612,34648,598678,1,106864,1
408,129132,619345,85383,19,2,4,3,Female,No,Bachelor,Government,Multan,Rent,By Other Means,107613,66813,176755,4,250636,0
616,335138,648337,81788,0,24,5,2,Male,Yes,Bachelor,Government,Multan,Rent,By Birth,107614,51165,441800,4,474434,1
467,215147,438596,75013,13,26,5,4,Female,No,High School,Private,Multan,Mortgage,By Other Means,107615,69939,362284,4,63072,0
734,331159,604141,129326,23,39,1,4,Female,No,Master,Self-employed,Karachi,Family,By Other Means,107616,87242,758640,3,221199,1
741,145959,442139,22755,21,15,9,6,Female,Yes,Bachelor,Government,Karachi,Mortgage,By Birth,107617,69742,754250,3,409950,1
517,51,316202,24608,19,37,5,2,Male,No,Master,Private,Islamabad,Mortgage,By Other Means,107618,22717,946294,3,312590,1
521,329839,216150,121562,18,10,9,2,Female,No,Master,Self-employed,Multan,Mortgage,By Other Means,107619,93741,813013,0,174139,0
827,216643,170042,64843,4,28,7,0,Female,Yes,High School,Private,Lahore,Family,By Other Means,107620,97249,571880,2,145677,1
577,253116,321035,57513,19,23,5,3,Male,No,Master,Government,Multan,Family,By Other Means,107621,51232,717434,3,443058,0
765,290635,680290,217703,26,28,9,4,Female,No,Bachelor,Government,Lahore,Family,By Birth,107622,92280,849656,0,213642,1
329,278224,448534,76640,26,33,5,1,Female,No,PhD,Government,Multan,Own,By Birth,107623,34016,236918,3,172608,0
658,34880,782435,104446,22,10,9,3,Female,No,PhD,Government,Multan,Rent,By Birth,107624,66100,555990,0,447852,1
587,191037,390577,156765,5,19,5,5,Female,No,PhD,Government,Karachi,Family,By Birth,107625,42250,552723,3,455081,0
385,373200,69108,193980,18,19,1,4,Female,No,Master,Government,Lahore,Own,By Other Means,107626,92523,872390,0,301926,0
533,47361,576862,231011,11,8,7,5,Male,Yes,PhD,Private,Multan,Own,By Other Means,107627,62621,969512,0,345851,0
612,349829,792045,17726,25,22,5,0,Female,No,High School,Self-employed,Multan,Own,By Other Means,107628,14643,686985,1,55073,1
664,343019,649575,11898,28,35,5,3,Male,Yes,PhD,Self-employed,Lahore,Rent,By Birth,107629,51122,522104,3,350341,1
568,94841,423073,88508,26,26,6,7,Male,Yes,PhD,Self-employed,Islamabad,Own,By Birth,107630,40265,170360,2,335279,1
430,197962,436729,181017,27,23,6,3,Male,No,Master,Private,Islamabad,Family,By Birth,107631,17089,829467,3,335293,0
650,350235,644722,181756,13,39,7,5,Female,No,Master,Private,Lahore,Family,By Other Means,107632,93589,871726,2,236474,1
479,33005,567881,244038,16,24,8,6,Female,No,Master,Government,Multan,Family,By Other Means,107633,53557,285252,0,306696,1
779,237903,370363,180946,29,24,1,7,Male,No,Bachelor,Self-employed,Multan,Mortgage,By Other Means,107634,57730,129803,4,384980,1
462,260158,384188,214290,6,32,3,4,Female,Yes,Bachelor,Private,Karachi,Family,By Other Means,107635,14820,590674,1,131875,0
395,65471,341130,74878,20,30,6,1,Female,Yes,Master,Private,Multan,Own,By Birth,107636,79339,288055,1,299586,0
809,126718,797499,53008,0,9,1,7,Male,Yes,PhD,Self-employed,Islamabad,Rent,By Birth,107637,46876,162551,1,242207,1
664,106379,680667,139434,16,38,5,2,Male,No,Master,Private,Islamabad,Mortgage,By Birth,107638,13310,894105,2,223891,1
652,312872,376858,85119,5,14,5,7,Female,Yes,High School,Government,Multan,Family,By Other Means,107639,80510,117928,0,237044,1
735,139763,473764,170476,3,0,9,1,Male,No,PhD,Self-employed,Islamabad,Rent,By Other Means,107640,98041,973457,2,253645,0
382,9756,426798,249310,13,15,2,5,Female,No,PhD,Government,Multan,Mortgage,By Birth,107641,13606,750253,4,250151,0
524,123670,340109,147176,7,20,7,6,Male,No,Master,Private,Karachi,Family,By Other Means,107642,49456,853410,1,368771,0
711,298452,783807,162120,17,1,9,6,Female,No,PhD,Private,Multan,Rent,By Birth,107643,15941,107991,2,361437,1
417,64079,259027,249484,19,2,8,0,Female,Yes,PhD,Private,Islamabad,Family,By Birth,107644,43364,364133,4,214167,0
781,65524,683385,22628,27,14,1,3,Female,No,High School,Self-employed,Islamabad,Family,By Other Means,107645,50259,542447,3,435072,1
491,9327,724804,82465,12,31,1,5,Male,Yes,High School,Private,Lahore,Mortgage,By Other Means,107646,52044,845360,4,118732,1
406,-174380,716974,97210,7,26,2,6,Female,No,Master,Self-employed,Karachi,Family,By Other Means,107647,94450,788068,4,102130,0
681,105561,457160,114093,30,35,1,5,Female,No,PhD,Private,Lahore,Mortgage,By Birth,107648,83523,569437,0,415095,1
689,356580,212259,149340,30,34,8,6,Female,No,Bachelor,Government,Multan,Own,By Other Means,107649,18650,979317,2,395058,0
543,16533,104724,92226,27,38,7,4,Male,No,High School,Government,Multan,Rent,By Birth,107650,41908,367151,2,376036,1
767,97417,551892,100756,23,23,6,3,Male,Yes,Bachelor,Self-employed,Lahore,Mortgage,By Other Means,107651,83768,724713,1,404567,1
837,355462,256515,69734,15,7,2,2,Male,Yes,Bachelor,Private,Lahore,Mortgage,By Other Means,107652,17317,512211,4,125633,0
509,175560,527731,146776,4,6,9,1,Male,Yes,Bachelor,Self-employed,Lahore,Mortgage,By Birth,107653,45369,962063,4,79772,0
372,198232,440506,75050,2,3,1,1,Male,Yes,High School,Private,Lahore,Mortgage,By Other Means,107654,31561,420761,4,110796,0
608,40429,519348,117726,12,29,1,0,Female,No,High School,Self-employed,Lahore,Mortgage,By Other Means,107655,68163,175469,3,312187,1
485,348492,222811,160906,14,9,2,4,Male,Yes,PhD,Government,Islamabad,Family,By Other Means,107656,21312,332544,4,214723,0
552,335209,726133,53308,3,24,7,2,Male,No,Master,Self-employed,Karachi,Mortgage,By Other Means,107657,91804,712262,4,152357,1
312,355540,755558,220350,2,31,1,7,Male,Yes,PhD,Private,Lahore,Mortgage,By Other Means,107658,34765,340492,3,202919,0
598,13654,122318,101428,26,31,3,6,Male,Yes,High School,Self-employed,Karachi,Family,By Birth,107659,15667,439112,1,202163,1
375,395324,621269,196809,1,31,8,5,Female,Yes,PhD,Government,Karachi,Rent,By Birth,107660,78531,831035,0,308706,0
350,331627,131376,197194,29,9,7,2,Female,Yes,Master,Private,Multan,Mortgage,By Birth,107661,45624,901237,1,399600,0
448,7899,393502,229595,3,8,8,4,Male,Yes,PhD,Government,Islamabad,Mortgage,By Other Means,107662,80820,435822,2,357814,0
421,144444,154577,174455,24,24,6,6,Female,Yes,High School,Private,Karachi,Own,By Birth,107663,15609,793392,4,79577,0
510,358053,454694,55420,5,24,8,0,Female,No,Bachelor,Private,Karachi,Mortgage,By Other Means,107664,39625,875624,3,416987,0
579,367115,628893,128819,3,40,5,5,Female,Yes,PhD,Government,Karachi,Own,By Birth,107665,93830,995052,2,183550,0
837,91724,380713,150912,16,15,9,7,Female,No,High School,Private,Karachi,Own,By Other Means,107666,31527,939508,1,437217,1
455,29295,291642,105680,29,15,1,2,Male,Yes,Bachelor,Self-employed,Islamabad,Rent,By Birth,107667,18510,102125,2,449663,0
537,342709,788396,29771,6,29,7,0,Female,No,High School,Private,Islamabad,Own,By Birth,107668,80115,957960,0,119137,1
675,49574,338401,164805,17,37,6,6,Female,No,PhD,Self-employed,Multan,Family,By Birth,107669,14662,649390,4,445416,1
381,363211,207130,24480,27,4,8,4,Female,Yes,Bachelor,Private,Lahore,Rent,By Other Means,107670,72595,786017,3,111528,0
791,196006,106995,90555,21,6,2,4,Male,No,,Government,Multan,Mortgage,By Birth,107671,29260,510330,1,238442,0
655,30066,637854,21945,9,12,1,4,Male,Yes,Master,Self-employed,Karachi,Rent,By Birth,107672,58158,234177,4,453653,1
572,214221,135498,16641,16,7,1,2,Male,Yes,Bachelor,Private,Multan,Family,By Other Means,107673,49316,675700,2,189604,0
343,-216168,630884,20232,28,32,2,4,Male,No,Bachelor,Government,Karachi,Rent,By Other Means,107674,90477,597919,0,489341,0
422,140017,236382,180398,22,9,5,2,Female,No,High School,Private,Multan,Rent,By Birth,107675,75540,816463,2,295872,0
648,29418,329061,212923,3,19,7,0,Male,Yes,PhD,Self-employed,Multan,Rent,By Other Means,107676,87552,352841,0,207855,1
629,82607,512130,179923,26,31,9,3,Female,No,Master,Self-employed,Multan,Rent,By Birth,107677,18591,302758,0,159725,1
708,49874,786144,160687,18,28,4,0,Male,Yes,High School,Private,Islamabad,Family,By Birth,107678,78235,572354,1,184867,1
622,374302,145154,28255,25,0,9,6,Male,No,Bachelor,Self-employed,Multan,Family,By Other Means,107679,15312,290167,3,465284,0
410,348401,303074,166781,6,26,3,2,Female,No,Bachelor,Government,Islamabad,Mortgage,By Birth,107680,69847,880092,0,187001,0
388,130538,623317,236880,12,19,6,6,Female,Yes,Bachelor,Self-employed,Islamabad,Family,By Birth,107681,59377,214034,2,412622,0
732,213699,516547,61173,2,13,9,1,Female,No,Bachelor,Private,Multan,Rent,By Birth,107682,62332,808790,4,482068,1
398,212465,295782,92891,7,14,1,7,Male,Yes,High School,Self-employed,Karachi,Mortgage,By Birth,107683,70568,805774,3,278639,0
838,49635,287868,193100,10,5,4,7,Male,Yes,PhD,Self-employed,Islamabad,Family,By Birth,107684,47037,472672,1,345950,1
445,257470,85738,226971,15,1,5,7,Female,Yes,PhD,Self-employed,Multan,Own,By Other Means,107685,11775,381172,4,101286,0
556,375167,118705,146140,19,28,6,1,Female,Yes,High School,Private,Multan,Family,By Other Means,107686,90768,585736,0,405815,0
488,361981,153099,123785,18,38,8,5,Male,Yes,High School,Private,Karachi,Own,By Other Means,107687,88669,590579,0,186408,0
539,213161,165879,244060,22,31,2,3,Female,No,Master,Self-employed,Islamabad,Mortgage,By Other Means,107688,10927,257074,0,351054,0
802,279548,113962,178161,22,4,6,4,Male,Yes,PhD,Self-employed,Karachi,Mortgage,By Other Means,107689,15564,276276,3,98273,0
570,72629,83109,113759,8,21,7,0,Male,Yes,PhD,Self-employed,Lahore,Family,By Other Means,107690,92332,281496,0,202654,0
819,13156,586137,50832,9,27,6,7,Male,No,Bachelor,Government,Islamabad,Rent,By Other Means,107691,95551,522332,4,484519,1
849,49999,282322,11822,22,31,4,0,Female,No,PhD,Private,Lahore,Rent,By Other Means,107692,90247,700081,4,458108,1
413,-179431,25817,25893,5,28,6,2,Male,No,Master,Private,Multan,Mortgage,By Other Means,107693,62818,210822,0,341223,0
638,276838,513499,131901,2,39,4,5,Male,Yes,Bachelor,Private,Islamabad,Family,By Birth,107694,78932,781944,3,231857,1
658,331693,617009,83033,19,2,9,3,Male,No,High School,Private,Islamabad,Family,By Birth,107695,42255,328115,2,226416,0
633,188302,670050,233409,7,30,1,4,Male,No,Bachelor,Government,Karachi,Rent,By Other Means,107696,89991,496900,4,159081,0
468,32799,548272,19251,5,12,9,3,Male,Yes,Bachelor,Private,Lahore,Own,By Birth,107697,89796,348637,1,106587,0
638,352432,346240,93106,24,5,4,7,Male,Yes,PhD,Self-employed,Karachi,Mortgage,By Other Means,107698,29444,858814,3,486790,0
560,142228,533426,48145,7,20,3,6,Male,No,Master,Private,Multan,Family,By Other Means,107699,99158,328628,2,376363,0
498,302789,252359,90480,13,13,5,1,Female,No,High School,Self-employed,Karachi,Mortgage,By Other Means,107700,87278,349135,1,364586,0
510,170010,749438,76215,7,24,3,5,Male,No,Bachelor,Private,Karachi,Mortgage,By Birth,107701,30173,496623,4,86049,1
586,339758,654202,187909,10,6,1,3,Male,No,PhD,Government,Karachi,Family,By Birth,107702,65258,899494,3,381078,0
771,222686,444558,44380,9,21,8,6,Male,Yes,High School,Government,Islamabad,Mortgage,By Other Means,107703,86273,585416,3,310602,1
781,133387,654614,26205,25,31,9,4,Female,No,Master,Government,Multan,Family,By Other Means,107704,41830,369927,4,326936,1
322,228339,411238,217880,22,40,6,5,Female,No,Bachelor,Government,Multan,Own,By Birth,107705,66683,653322,3,120423,0
408,360513,27988,61959,9,31,2,7,Male,Yes,Bachelor,Government,Karachi,Rent,By Birth,107706,34985,115135,4,281262,0
595,12420,52070,71948,10,29,6,4,Male,Yes,PhD,Private,Islamabad,Family,By Birth,107707,99926,247462,3,352858,0
305,280456,117491,203857,0,16,6,7,Female,No,Bachelor,Self-employed,Islamabad,Own,By Birth,107708,32804,761031,4,198454,0
849,283539,43659,203847,14,39,6,0,Male,No,PhD,Self-employed,Karachi,Rent,By Birth,107709,64480,189931,3,275351,1
502,302445,620240,189426,4,37,9,0,Male,No,PhD,Private,Multan,Own,By Birth,107710,26510,812627,0,446356,0
624,-251985,278474,111177,13,20,4,4,Male,Yes,PhD,Self-employed,Islamabad,Mortgage,By Other Means,107711,24698,168468,0,192815,0
543,46972,118113,214222,22,25,2,0,Male,Yes,Bachelor,Self-employed,Lahore,Own,By Birth,107712,49415,942465,2,60639,0
626,63294,468929,224885,25,2,8,0,Male,No,PhD,Self-employed,Lahore,Mortgage,By Other Means,107713,80606,963092,2,288464,0
346,80853,786199,79371,24,37,6,0,Female,Yes,High School,Private,Multan,Family,By Other Means,107714,62590,507097,4,481002,1
312,120135,42736,165100,27,16,1,6,Male,No,Master,Private,Multan,Rent,By Other Means,107715,71763,585073,0,431007,0
679,82504,745704,200154,19,38,6,4,Male,No,Master,Self-employed,Multan,Rent,By Birth,107716,92775,232556,2,442343,1
664,284998,222345,64892,7,5,2,0,Female,No,Bachelor,Private,Lahore,Mortgage,By Birth,107717,61038,905376,4,108703,0
641,121373,216571,150875,16,20,4,1,Female,Yes,Master,Government,Lahore,Own,By Other Means,107718,56859,441943,3,299156,0
520,332924,317270,83331,3,39,2,5,Female,No,Master,Government,Islamabad,Family,By Birth,107719,96123,198081,0,446336,0
372,368602,671022,131685,3,12,4,4,Male,Yes,High School,Self-employed,Multan,Own,By Birth,107720,15767,162936,4,407289,0
345,319247,274334,117745,17,8,7,3,Female,Yes,High School,Government,Islamabad,Family,By Birth,107721,23328,672981,4,111386,0
